order_id,user_id,order_datetime,num_items,subtotal,shipping_fee,tax,discount_total,total,payment_method,order_status,shipping_city,shipping_country
O00000479,U000460,2024-03-13 21:40:03,5,37492.42,0.0,6748.64,0.0,44241.06,UPI,delivered,Lucknow,India
O00000480,U000039,2022-09-20 06:46:15,4,56017.31,0.0,10083.12,13095.79,66100.43,Net Banking,delivered,London,United Kingdom
O00000481,U000193,2024-05-31 23:43:22,2,42192.16,0.0,7594.59,0.0,49786.75,Debit Card,delivered,Munich,Germany
O00000482,U000229,2024-10-12 22:37:18,7,67575.43,0.0,12163.58,16209.57,79739.01,Debit Card,delivered,Chandigarh,India
O00000483,U000087,2023-12-23 22:21:26,4,58780.91,0.0,10580.56,0.0,69361.47,UPI,delivered,Chandigarh,India
O00000484,U000439,2023-05-31 12:01:26,10,168267.72,0.0,30288.19,41301.97,198555.91,UPI,delivered,Chennai,India
O00000485,U000093,2024-10-25 23:08:25,8,79099.59,0.0,14237.93,13464.63,93337.52,UPI,delivered,Kolkata,India
O00000486,U000059,2023-01-21 11:11:11,2,5567.4,0.0,1002.13,0.0,6569.53,Net Banking,delivered,Hyderabad,India
O00000487,U000064,2024-12-24 05:10:03,4,36296.47,0.0,6533.36,2053.15,42829.83,Debit Card,delivered,Sydney,Australia
O00000488,U000167,2024-10-25 12:59:00,1,4193.39,0.0,754.81,0.0,4948.2,UPI,delivered,Chandigarh,India
O00000489,U000315,2023-06-10 09:01:52,4,36805.28,0.0,6624.95,0.0,43430.23,UPI,cancelled,Kolkata,India
O00000490,U000377,2024-03-29 04:29:15,2,23258.38,0.0,4186.51,0.0,27444.89,UPI,delivered,Sydney,Australia
O00000491,U000288,2024-05-07 14:56:27,3,87337.08,0.0,15720.67,0.0,103057.75,Debit Card,delivered,Lucknow,India
O00000492,U000430,2023-12-14 02:05:44,4,52506.52,0.0,9451.17,1002.52,61957.69,Debit Card,delivered,Surat,India
O00000493,U000135,2024-12-31 05:01:34,3,52099.15,0.0,9377.85,10821.47,61477.0,UPI,delivered,Jaipur,India
O00000494,U000134,2024-12-01 21:53:02,1,11981.74,0.0,2156.71,0.0,14138.45,Debit Card,delivered,Kochi,India
O00000495,U000213,2023-01-10 05:08:10,7,53927.55,0.0,9706.96,5242.63,63634.51,UPI,delivered,Nagpur,India
O00000496,U000225,2024-09-24 04:16:32,7,52843.18,0.0,9511.77,1278.56,62354.95,UPI,returned,Jaipur,India
O00000497,U000171,2021-08-13 07:18:57,9,52102.39,0.0,9378.43,3450.21,61480.82,Net Banking,delivered,Surat,India
O00000498,U000026,2023-07-18 04:50:12,1,7933.24,0.0,1427.98,0.0,9361.22,UPI,delivered,Pune,India
O00000499,U000162,2022-07-06 13:53:14,7,68569.19,0.0,12342.45,1675.55,80911.64,UPI,delivered,Surat,India
O00000500,U000378,2021-01-06 07:23:24,6,63771.09,0.0,11478.8,2216.45,75249.89,Debit Card,shipped,Bengaluru,India
O00000501,U000433,2022-06-12 14:39:53,7,43438.23,0.0,7818.88,7748.39,51257.11,Credit Card,returned,Chandigarh,India
O00000502,U000358,2024-09-13 13:15:43,2,10275.18,0.0,1849.53,1398.9,12124.71,Debit Card,delivered,Manchester,United Kingdom
O00000503,U000063,2023-12-26 00:56:10,2,22383.98,0.0,4029.12,0.0,26413.1,UPI,delivered,Mumbai,India
O00000504,U000255,2024-04-01 11:54:55,3,12775.65,0.0,2299.62,0.0,15075.27,UPI,delivered,Sharjah,United Arab Emirates
O00000505,U000341,2022-09-08 10:40:17,4,65516.88,0.0,11793.04,0.0,77309.92,UPI,delivered,Brisbane,Australia
O00000506,U000113,2021-12-04 06:41:25,9,106316.93,0.0,19137.05,7626.38,125453.98,Net Banking,delivered,Lucknow,India
O00000507,U000488,2023-10-17 11:18:48,4,33385.01,0.0,6009.3,0.0,39394.31,UPI,returned,Jaipur,India
O00000508,U000450,2024-07-12 16:05:02,1,9584.95,0.0,1725.29,0.0,11310.24,Credit Card,delivered,Mumbai,India
O00000509,U000381,2024-12-12 08:56:53,5,32852.59,0.0,5913.47,0.0,38766.06,Debit Card,delivered,Mumbai,India
O00000510,U000126,2024-01-10 22:22:27,7,79139.73,0.0,14245.15,0.0,93384.88,UPI,delivered,Birmingham,United Kingdom
O00000511,U000113,2022-11-20 01:27:56,2,17743.0,0.0,3193.74,7264.0,20936.74,UPI,delivered,Patna,India
O00000512,U000254,2024-12-13 18:49:15,5,62555.58,0.0,11260.0,0.0,73815.58,UPI,delivered,Chennai,India
O00000513,U000447,2024-12-31 04:28:06,5,38160.8,0.0,6868.94,5940.26,45029.74,Credit Card,delivered,Bhopal,India
O00000514,U000048,2022-11-03 08:26:32,2,35528.54,0.0,6395.14,0.0,41923.68,UPI,delivered,Melbourne,Australia
O00000515,U000463,2024-06-15 20:08:48,2,13422.92,0.0,2416.13,3281.6,15839.05,Debit Card,delivered,Houston,United States
O00000516,U000429,2023-10-25 22:00:14,7,88683.89,0.0,15963.1,0.0,104646.99,UPI,delivered,Chennai,India
O00000517,U000381,2024-10-16 03:36:13,4,21663.33,0.0,3899.4,7074.78,25562.73,Credit Card,pending,Mumbai,India
O00000518,U000110,2022-06-09 18:23:10,3,40900.56,0.0,7362.1,541.43,48262.66,UPI,delivered,Pune,India
O00000519,U000425,2022-08-06 22:51:28,2,11567.6,0.0,2082.17,1134.48,13649.77,Credit Card,delivered,Nagpur,India
O00000520,U000004,2023-02-23 03:26:02,9,54990.18,0.0,9898.23,10122.94,64888.41,Credit Card,delivered,Indore,India
O00000521,U000149,2024-11-28 00:51:25,12,67425.78,0.0,12136.64,0.0,79562.42,Debit Card,shipped,Sharjah,United Arab Emirates
O00000522,U000101,2023-09-04 00:35:45,4,17662.74,0.0,3179.29,4032.69,20842.03,Credit Card,delivered,Nagpur,India
O00000523,U000430,2023-09-11 02:09:54,7,96622.48,0.0,17392.05,599.92,114014.53,UPI,delivered,Surat,India
O00000524,U000037,2021-04-21 19:18:42,1,5064.72,0.0,911.65,0.0,5976.37,UPI,delivered,Sharjah,United Arab Emirates
O00000525,U000085,2024-08-26 07:47:58,3,25368.29,0.0,4566.29,0.0,29934.58,COD,delivered,Chennai,India
O00000526,U000230,2024-12-06 13:25:16,1,8938.32,0.0,1608.9,3532.23,10547.22,UPI,delivered,Surat,India
O00000527,U000329,2024-07-12 07:31:07,6,78547.57,0.0,14138.56,3806.69,92686.13,Credit Card,cancelled,Hyderabad,India
O00000528,U000236,2024-09-29 23:16:37,5,40182.78,0.0,7232.9,941.19,47415.68,Net Banking,delivered,Ahmedabad,India
O00000529,U000216,2022-02-21 08:34:27,5,50902.45,0.0,9162.44,0.0,60064.89,Net Banking,shipped,Lucknow,India
O00000530,U000344,2023-07-31 01:56:00,1,7979.37,0.0,1436.29,0.0,9415.66,Debit Card,shipped,Jaipur,India
O00000531,U000261,2024-11-17 12:29:47,2,22003.4,0.0,3960.61,3267.84,25964.01,UPI,delivered,Chennai,India
O00000532,U000464,2022-03-25 14:28:05,1,16846.55,0.0,3032.38,1595.72,19878.93,UPI,cancelled,Pune,India
O00000533,U000460,2023-11-10 01:03:28,1,3259.1,0.0,586.64,0.0,3845.74,Net Banking,delivered,Nagpur,India
O00000534,U000261,2024-11-26 10:43:39,2,24622.64,0.0,4432.08,0.0,29054.72,UPI,delivered,Chennai,India
O00000535,U000236,2024-07-03 14:15:05,1,7435.84,0.0,1338.45,0.0,8774.29,UPI,delivered,Chennai,India
O00000536,U000437,2024-11-26 08:08:40,7,79795.76,0.0,14363.24,20580.88,94159.0,Debit Card,delivered,Jaipur,India
O00000537,U000118,2024-03-14 07:54:59,2,7611.74,0.0,1370.11,0.0,8981.85,Debit Card,delivered,Mumbai,India
O00000538,U000474,2024-06-08 06:30:22,1,41395.19,0.0,7451.13,0.0,48846.32,Credit Card,delivered,Chandigarh,India
O00000539,U000071,2023-04-01 04:02:50,3,33828.34,0.0,6089.1,7527.2,39917.44,UPI,delivered,Jaipur,India
O00000540,U000273,2024-08-30 00:24:45,9,84883.77,0.0,15279.08,3422.07,100162.85,Net Banking,shipped,Delhi,India
O00000541,U000200,2024-06-18 07:57:23,7,118108.71,0.0,21259.57,12761.26,139368.28,Credit Card,delivered,Bhopal,India
O00000542,U000373,2023-08-25 21:02:13,7,100507.67,0.0,18091.38,4150.5,118599.05,Credit Card,pending,Kolkata,India
O00000543,U000299,2023-07-21 23:32:37,2,19835.19,0.0,3570.33,6029.77,23405.52,COD,delivered,Bhopal,India
O00000544,U000393,2024-08-19 15:49:55,4,34936.42,0.0,6288.56,4721.74,41224.98,Credit Card,returned,Delhi,India
O00000545,U000209,2024-01-27 13:56:41,5,43311.59,0.0,7796.09,6394.95,51107.68,Debit Card,shipped,Surat,India
O00000546,U000136,2024-04-03 20:47:48,2,15232.76,0.0,2741.9,0.0,17974.66,UPI,pending,Bengaluru,India
O00000547,U000378,2023-04-09 17:24:00,3,27077.13,0.0,4873.88,4857.64,31951.01,Debit Card,delivered,Delhi,India
O00000548,U000292,2024-10-04 08:40:22,5,118675.27,0.0,21361.55,4811.75,140036.82,Debit Card,delivered,Brisbane,Australia
O00000549,U000459,2024-07-23 02:07:43,4,102335.56,0.0,18420.4,0.0,120755.96,UPI,delivered,Kolkata,India
O00000550,U000070,2024-10-30 08:18:14,7,44855.52,0.0,8073.99,0.0,52929.51,UPI,delivered,Lucknow,India
O00000551,U000160,2022-01-22 08:54:06,6,65179.43,0.0,11732.3,0.0,76911.73,UPI,shipped,Pune,India
O00000552,U000265,2023-11-07 19:14:58,6,36377.05,0.0,6547.87,5093.5,42924.92,UPI,delivered,Bengaluru,India
O00000553,U000103,2022-12-12 06:05:52,2,13663.7,0.0,2459.47,0.0,16123.17,UPI,delivered,Chandigarh,India
O00000554,U000137,2024-11-22 14:55:03,4,40551.16,0.0,7299.21,3389.25,47850.37,Credit Card,delivered,Dubai,United Arab Emirates
O00000555,U000142,2024-07-03 17:11:36,1,5568.15,0.0,1002.27,1746.73,6570.42,Credit Card,returned,Chandigarh,India
O00000556,U000060,2021-07-29 05:03:01,8,50580.59,0.0,9104.51,2801.69,59685.1,Debit Card,delivered,Hamburg,Germany
O00000557,U000117,2024-04-03 23:01:00,1,4001.41,0.0,720.25,0.0,4721.66,Credit Card,returned,Bengaluru,India
O00000558,U000330,2023-08-18 13:07:32,1,12993.33,0.0,2338.8,0.0,15332.13,Credit Card,delivered,Jaipur,India
O00000559,U000112,2023-11-04 23:26:18,2,16672.88,0.0,3001.12,0.0,19674.0,Credit Card,delivered,Pune,India
O00000560,U000418,2022-04-24 11:53:00,11,69735.63,0.0,12552.41,17462.83,82288.04,Credit Card,returned,Nagpur,India
O00000561,U000303,2024-08-31 21:43:39,1,5962.65,0.0,1073.28,1435.63,7035.93,UPI,delivered,Pune,India
O00000562,U000339,2024-12-21 15:59:42,7,55421.9,0.0,9975.94,0.0,65397.84,UPI,delivered,Hyderabad,India
O00000563,U000482,2024-09-19 10:19:56,9,101055.82,0.0,18190.05,4947.43,119245.87,Credit Card,delivered,Surat,India
O00000564,U000143,2021-08-22 09:04:10,6,58844.43,0.0,10592.0,3351.52,69436.43,COD,delivered,Chandigarh,India
O00000565,U000325,2024-10-16 12:56:55,4,18947.93,0.0,3410.63,0.0,22358.56,Credit Card,shipped,Jaipur,India
O00000566,U000246,2024-01-14 21:45:12,3,63865.17,0.0,11495.73,0.0,75360.9,Credit Card,delivered,Patna,India
O00000567,U000173,2022-08-07 04:14:59,2,13173.01,0.0,2371.14,5015.11,15544.15,Credit Card,delivered,Bhopal,India
O00000568,U000431,2024-06-10 16:58:20,2,20698.7,0.0,3725.77,1350.24,24424.47,Credit Card,delivered,Jaipur,India
O00000569,U000197,2024-08-27 05:32:49,2,22808.67,0.0,4105.56,3160.03,26914.23,Credit Card,delivered,Sharjah,United Arab Emirates
O00000570,U000264,2024-10-16 12:26:35,3,13410.36,0.0,2413.86,3392.19,15824.22,UPI,delivered,Kolkata,India
O00000571,U000452,2024-10-18 03:19:42,1,5025.5,0.0,904.59,1831.74,5930.09,UPI,cancelled,Chennai,India
O00000572,U000179,2024-01-18 15:52:31,8,57931.75,0.0,10427.72,3661.36,68359.47,Credit Card,delivered,Lucknow,India
O00000573,U000017,2024-10-17 15:24:46,6,52345.86,0.0,9422.25,2557.91,61768.11,Credit Card,delivered,Chennai,India
O00000574,U000370,2024-12-28 13:10:38,8,82000.51,0.0,14760.09,4976.72,96760.6,UPI,returned,Hyderabad,India
O00000575,U000137,2024-02-13 16:07:11,2,23216.29,0.0,4178.93,0.0,27395.22,Credit Card,delivered,Dubai,United Arab Emirates
O00000576,U000297,2023-05-11 13:25:33,10,112950.84,0.0,20331.15,2402.03,133281.99,Debit Card,pending,Bengaluru,India
O00000577,U000096,2023-08-25 02:24:20,7,48351.37,0.0,8703.25,6086.48,57054.62,UPI,delivered,Patna,India
O00000578,U000276,2024-11-12 08:57:50,3,24073.06,0.0,4333.15,9152.51,28406.21,UPI,delivered,Hyderabad,India
O00000579,U000432,2023-01-08 05:16:08,3,25207.98,0.0,4537.44,0.0,29745.42,Net Banking,delivered,Kolkata,India
O00000580,U000280,2024-11-13 02:38:00,1,5528.22,0.0,995.08,1913.19,6523.3,Debit Card,delivered,Kolkata,India
O00000581,U000159,2024-01-19 13:52:14,3,10616.8,0.0,1911.02,1303.79,12527.82,UPI,delivered,Bhopal,India
O00000582,U000037,2024-04-06 22:22:49,9,75675.95,0.0,13621.67,1176.48,89297.62,UPI,shipped,Sharjah,United Arab Emirates
O00000583,U000273,2022-10-04 00:30:12,1,6788.54,0.0,1221.94,0.0,8010.48,UPI,returned,Bhopal,India
O00000584,U000037,2021-03-17 16:29:40,10,140957.04,0.0,25372.27,2568.67,166329.31,UPI,pending,Sharjah,United Arab Emirates
O00000585,U000065,2024-08-11 02:57:18,9,94650.82,0.0,17037.15,9745.13,111687.97,Credit Card,pending,Coimbatore,India
O00000586,U000183,2022-05-27 09:54:55,8,57794.16,0.0,10402.95,14509.4,68197.11,UPI,delivered,Surat,India
O00000587,U000283,2023-03-06 08:11:14,4,26871.28,0.0,4836.83,0.0,31708.11,UPI,delivered,Pune,India
O00000588,U000445,2024-11-24 19:45:16,2,18427.97,0.0,3317.03,4093.97,21745.0,Debit Card,pending,Brisbane,Australia
O00000589,U000412,2024-10-10 04:25:33,5,35915.28,0.0,6464.75,0.0,42380.03,Credit Card,pending,Kolkata,India
O00000590,U000081,2022-11-17 09:49:06,6,38977.12,0.0,7015.88,424.53,45993.0,Net Banking,shipped,Chennai,India
O00000591,U000319,2024-03-14 18:23:51,3,21965.34,0.0,3953.76,0.0,25919.1,Debit Card,returned,Jaipur,India
O00000592,U000179,2023-03-07 17:07:55,3,22644.13,0.0,4075.94,4421.71,26720.07,Debit Card,cancelled,Lucknow,India
O00000593,U000179,2024-09-14 17:35:23,9,47066.9,0.0,8472.04,3216.42,55538.94,UPI,delivered,Bengaluru,India
O00000594,U000358,2024-07-22 08:35:09,4,35256.32,0.0,6346.14,0.0,41602.46,Debit Card,shipped,Manchester,United Kingdom
O00000595,U000327,2023-02-22 13:34:30,6,46165.06,0.0,8309.71,8073.16,54474.77,UPI,delivered,Manchester,United Kingdom
O00000596,U000125,2021-03-25 16:50:33,4,32134.8,0.0,5784.26,925.28,37919.06,Credit Card,delivered,Bengaluru,India
O00000597,U000457,2024-12-23 16:13:05,2,12494.01,0.0,2248.92,1862.27,14742.93,UPI,shipped,Mumbai,India
O00000598,U000372,2024-12-21 15:25:59,5,32905.88,0.0,5923.06,8028.49,38828.94,Debit Card,delivered,Kochi,India
O00000599,U000081,2023-05-14 21:06:11,7,63181.88,0.0,11372.74,7371.87,74554.62,UPI,delivered,Chennai,India
O00000600,U000139,2021-12-18 07:57:52,1,6179.1,0.0,1112.24,0.0,7291.34,UPI,shipped,Coimbatore,India
O00000601,U000173,2023-02-15 04:05:06,6,50038.33,0.0,9006.9,0.0,59045.23,UPI,delivered,Bhopal,India
O00000602,U000451,2021-12-19 13:32:59,6,36766.85,0.0,6618.03,5060.25,43384.88,COD,delivered,Bengaluru,India
O00000603,U000341,2024-09-06 02:53:17,10,81044.3,0.0,14587.97,6861.46,95632.27,UPI,delivered,Brisbane,Australia
O00000604,U000065,2024-08-27 06:23:59,4,53103.64,0.0,9558.66,15610.26,62662.3,Debit Card,delivered,Coimbatore,India
O00000605,U000171,2023-12-17 01:06:06,2,16581.22,0.0,2984.62,0.0,19565.84,UPI,delivered,Surat,India
O00000606,U000307,2024-05-09 12:59:53,8,101478.34,0.0,18266.1,3086.65,119744.44,Debit Card,delivered,Bhopal,India
O00000607,U000354,2024-09-22 15:14:33,7,47853.22,0.0,8613.58,882.59,56466.8,Debit Card,delivered,Pune,India
O00000608,U000356,2024-09-21 15:16:04,3,13773.26,0.0,2479.19,5697.22,16252.45,COD,cancelled,Indore,India
O00000609,U000464,2022-03-12 07:38:20,8,75598.54,0.0,13607.74,6695.64,89206.28,UPI,delivered,Pune,India
O00000610,U000464,2022-02-11 09:28:56,8,101565.84,0.0,18281.85,4740.51,119847.69,Credit Card,shipped,Coimbatore,India
O00000611,U000409,2022-05-20 07:02:31,2,9629.11,0.0,1733.24,1552.33,11362.35,Credit Card,delivered,Hyderabad,India
O00000612,U000174,2023-10-17 23:22:20,3,24690.3,0.0,4444.25,0.0,29134.55,Net Banking,delivered,Ahmedabad,India
O00000613,U000287,2023-06-03 12:18:26,9,63114.2,0.0,11360.56,8212.85,74474.76,UPI,delivered,Delhi,India
O00000614,U000057,2023-07-06 05:26:54,8,85652.31,0.0,15417.42,2867.33,101069.73,UPI,returned,Birmingham,United Kingdom
O00000615,U000081,2023-11-29 21:55:25,3,31014.1,0.0,5582.54,5189.81,36596.64,UPI,returned,Pune,India
O00000616,U000011,2023-01-29 19:26:25,1,13499.32,0.0,2429.88,0.0,15929.2,Net Banking,delivered,London,United Kingdom
O00000617,U000286,2024-04-21 00:57:57,6,51887.13,0.0,9339.68,9182.43,61226.81,Debit Card,delivered,Sharjah,United Arab Emirates
O00000618,U000485,2023-06-18 17:06:50,6,46650.03,0.0,8397.01,0.0,55047.04,Credit Card,delivered,Bhopal,India
O00000619,U000043,2024-06-29 22:03:21,6,66696.74,0.0,12005.41,2726.53,78702.15,UPI,delivered,Kolkata,India
O00000620,U000131,2023-01-08 07:11:46,3,10614.11,0.0,1910.54,2141.23,12524.65,Debit Card,delivered,Jaipur,India
O00000621,U000418,2024-02-26 00:20:49,8,105202.89,0.0,18936.52,856.93,124139.41,UPI,delivered,Jaipur,India
O00000622,U000039,2023-03-04 15:45:54,3,34231.2,0.0,6161.62,2499.31,40392.82,UPI,cancelled,London,United Kingdom
O00000623,U000314,2024-12-25 14:57:12,5,59631.16,0.0,10733.61,836.85,70364.77,Credit Card,cancelled,Jaipur,India
O00000624,U000186,2024-12-26 19:29:39,8,43519.09,0.0,7833.44,5033.31,51352.53,UPI,delivered,Surat,India
O00000625,U000379,2022-12-08 06:57:38,9,75470.07,0.0,13584.61,8336.88,89054.68,Debit Card,delivered,Ahmedabad,India
O00000626,U000359,2023-07-24 09:07:16,2,17569.44,0.0,3162.5,1019.51,20731.94,Debit Card,shipped,Patna,India
O00000627,U000269,2021-05-09 00:50:34,3,6178.62,0.0,1112.15,0.0,7290.77,Credit Card,pending,Bengaluru,India
O00000628,U000113,2021-12-23 13:49:01,5,22192.79,0.0,3994.7,2908.71,26187.49,Net Banking,delivered,Patna,India
O00000629,U000500,2024-03-30 00:23:43,1,4240.41,0.0,763.27,0.0,5003.68,UPI,delivered,Kochi,India
O00000630,U000165,2021-11-30 01:21:36,3,27963.96,0.0,5033.51,999.25,32997.47,UPI,delivered,Ahmedabad,India
O00000631,U000264,2023-08-14 11:14:03,3,36947.77,0.0,6650.6,0.0,43598.37,Credit Card,delivered,Kolkata,India
O00000632,U000168,2024-07-24 00:07:51,1,7588.52,0.0,1365.93,0.0,8954.45,Credit Card,delivered,Kochi,India
O00000633,U000214,2024-02-15 09:08:52,6,31092.03,0.0,5596.57,490.0,36688.6,Net Banking,delivered,Chennai,India
O00000634,U000108,2024-09-10 14:10:25,3,14933.28,0.0,2687.99,2379.22,17621.27,UPI,delivered,Jaipur,India
O00000635,U000240,2024-07-14 22:50:19,6,42093.81,0.0,7576.89,1009.89,49670.7,UPI,pending,Hamburg,Germany
O00000636,U000496,2024-11-15 13:46:53,2,54617.54,0.0,9831.16,0.0,64448.7,UPI,delivered,Kochi,India
O00000637,U000324,2024-09-07 04:45:37,4,38457.59,0.0,6922.37,3017.27,45379.96,UPI,delivered,Kochi,India
O00000638,U000160,2024-05-01 02:05:37,9,128487.17,0.0,23127.69,5102.42,151614.86,Debit Card,delivered,Delhi,India
O00000639,U000414,2024-05-24 08:44:00,3,27582.05,0.0,4964.77,0.0,32546.82,UPI,pending,Coimbatore,India
O00000640,U000330,2024-11-21 02:40:49,1,9539.61,0.0,1717.13,0.0,11256.74,Credit Card,delivered,Jaipur,India
O00000641,U000403,2023-06-16 21:25:22,4,32366.26,0.0,5825.93,0.0,38192.19,Net Banking,shipped,Surat,India
O00000642,U000014,2023-01-23 07:50:46,3,34069.81,0.0,6132.57,0.0,40202.38,UPI,delivered,Delhi,India
O00000643,U000111,2024-07-30 01:06:12,4,14030.74,0.0,2525.53,0.0,16556.27,Debit Card,shipped,Patna,India
O00000644,U000149,2024-10-10 10:26:11,6,27087.6,0.0,4875.77,4123.86,31963.37,Debit Card,delivered,Sharjah,United Arab Emirates
O00000645,U000161,2024-09-17 11:12:49,2,16871.12,0.0,3036.8,0.0,19907.92,UPI,delivered,Indore,India
O00000646,U000146,2024-11-29 22:42:31,3,42052.57,0.0,7569.46,2272.36,49622.03,Credit Card,delivered,Lucknow,India
O00000647,U000325,2024-08-14 14:36:46,5,23155.52,0.0,4167.99,0.0,27323.51,UPI,shipped,Mumbai,India
O00000648,U000240,2024-09-25 00:55:30,6,36793.25,0.0,6622.78,3912.49,43416.03,UPI,delivered,Hamburg,Germany
O00000649,U000254,2023-06-09 13:46:15,7,60324.33,0.0,10858.38,0.0,71182.71,Debit Card,pending,Chennai,India
O00000650,U000383,2024-08-21 14:45:55,3,11115.12,0.0,2000.72,2382.12,13115.84,UPI,delivered,Coimbatore,India
O00000651,U000067,2024-12-31 14:46:03,8,46818.14,0.0,8427.27,9336.36,55245.41,Net Banking,pending,Surat,India
O00000652,U000438,2021-09-02 09:53:58,8,51532.3,0.0,9275.81,5248.99,60808.11,Credit Card,delivered,Chennai,India
O00000653,U000258,2023-09-03 09:15:09,4,40912.39,0.0,7364.23,6331.61,48276.62,Credit Card,delivered,Kochi,India
O00000654,U000312,2024-06-15 10:24:35,9,104816.77,0.0,18867.02,8733.54,123683.79,UPI,delivered,Hyderabad,India
O00000655,U000327,2023-08-01 21:46:05,5,24504.79,0.0,4410.86,1179.58,28915.65,Credit Card,delivered,Manchester,United Kingdom
O00000656,U000172,2023-12-09 21:46:31,3,9224.48,0.0,1660.41,2400.34,10884.89,Credit Card,delivered,Mumbai,India
O00000657,U000327,2021-02-09 15:03:09,7,104555.84,0.0,18820.05,2044.05,123375.89,UPI,delivered,Manchester,United Kingdom
O00000658,U000056,2024-08-12 08:40:37,4,19495.49,0.0,3509.19,0.0,23004.68,Credit Card,pending,Bengaluru,India
O00000659,U000146,2022-09-25 04:34:15,4,22687.5,0.0,4083.75,0.0,26771.25,UPI,delivered,Kolkata,India
O00000660,U000111,2023-08-12 07:06:51,4,49925.32,0.0,8986.56,10915.74,58911.88,UPI,delivered,Surat,India
O00000661,U000442,2024-07-25 19:38:40,1,4085.84,0.0,735.45,0.0,4821.29,UPI,pending,Chicago,United States
O00000662,U000296,2024-08-03 04:50:16,2,5546.18,0.0,998.31,0.0,6544.49,Credit Card,delivered,Bengaluru,India
O00000663,U000275,2023-04-28 06:56:14,6,49412.97,0.0,8894.33,0.0,58307.3,COD,delivered,Kochi,India
O00000664,U000186,2024-12-24 19:15:30,11,84164.55,0.0,15149.62,11079.26,99314.17,UPI,delivered,Surat,India
O00000665,U000359,2024-08-23 00:50:25,2,7671.82,0.0,1380.93,1373.6,9052.75,UPI,delivered,Ahmedabad,India
O00000666,U000072,2022-10-21 12:39:45,4,34595.12,0.0,6227.12,8677.92,40822.24,Credit Card,delivered,Hyderabad,India
O00000667,U000408,2022-06-29 13:16:31,8,58291.82,0.0,10492.53,6275.66,68784.35,Credit Card,delivered,Indore,India
O00000668,U000084,2024-11-16 17:21:32,8,102158.52,0.0,18388.53,20935.03,120547.05,UPI,pending,Hyderabad,India
O00000669,U000335,2022-07-07 15:57:55,5,45178.13,0.0,8132.06,3191.98,53310.19,Credit Card,delivered,Jaipur,India
O00000670,U000059,2024-09-30 12:01:26,2,9760.58,0.0,1756.9,3273.8,11517.48,Credit Card,delivered,Delhi,India
O00000671,U000183,2022-11-28 12:30:55,7,51581.94,0.0,9284.75,7467.79,60866.69,Debit Card,shipped,Surat,India
O00000672,U000319,2022-09-27 10:58:12,4,39927.64,0.0,7186.98,0.0,47114.62,Debit Card,returned,Jaipur,India
O00000673,U000098,2024-03-19 12:02:57,5,36240.02,0.0,6523.2,1115.15,42763.22,Credit Card,delivered,London,United Kingdom
O00000674,U000167,2022-12-03 03:22:10,3,17046.98,0.0,3068.46,0.0,20115.44,Debit Card,delivered,Chandigarh,India
O00000675,U000472,2024-08-15 17:15:00,5,70068.39,0.0,12612.31,19725.92,82680.7,Credit Card,returned,Kolkata,India
O00000676,U000398,2024-11-22 12:24:09,7,75367.66,0.0,13566.18,4374.74,88933.84,Debit Card,delivered,Berlin,Germany
O00000677,U000446,2024-07-11 13:42:07,6,38091.56,0.0,6856.48,4370.13,44948.04,UPI,delivered,Lucknow,India
O00000678,U000342,2023-12-03 06:34:27,9,97665.74,0.0,17579.83,3181.56,115245.57,Debit Card,returned,Indore,India
O00000679,U000034,2023-05-30 20:00:49,2,6409.38,0.0,1153.69,0.0,7563.07,Debit Card,shipped,Melbourne,Australia
O00000680,U000431,2024-11-13 21:15:11,3,20235.89,0.0,3642.46,5858.56,23878.35,UPI,delivered,Jaipur,India
O00000681,U000347,2023-11-10 10:31:38,7,81922.85,0.0,14746.11,509.73,96668.96,UPI,delivered,Coimbatore,India
O00000682,U000440,2024-07-17 05:00:10,6,55663.82,0.0,10019.49,7305.21,65683.31,Credit Card,delivered,Birmingham,United Kingdom
O00000683,U000149,2024-03-11 17:51:35,2,14636.08,0.0,2634.49,0.0,17270.57,UPI,delivered,Sharjah,United Arab Emirates
O00000684,U000270,2023-02-17 19:41:43,6,33324.54,0.0,5998.42,4366.66,39322.96,Net Banking,delivered,London,United Kingdom
O00000685,U000366,2023-03-24 13:52:03,7,59040.74,0.0,10627.33,0.0,69668.07,UPI,delivered,Patna,India
O00000686,U000248,2023-10-27 05:07:30,6,112619.73,0.0,20271.55,0.0,132891.28,Debit Card,delivered,Kolkata,India
O00000687,U000454,2023-04-17 20:56:53,6,36823.13,0.0,6628.16,1923.09,43451.29,Debit Card,delivered,Kochi,India
O00000688,U000106,2024-12-10 01:17:42,2,16537.56,0.0,2976.76,0.0,19514.32,UPI,delivered,Hyderabad,India
O00000689,U000486,2024-10-20 23:35:20,3,66670.32,0.0,12000.66,18521.82,78670.98,Credit Card,shipped,Hyderabad,India
O00000690,U000018,2024-12-05 01:23:27,6,43590.88,0.0,7846.36,0.0,51437.24,UPI,delivered,Ahmedabad,India
O00000691,U000104,2024-02-03 13:07:16,5,38567.07,0.0,6942.07,0.0,45509.14,UPI,delivered,Indore,India
O00000692,U000019,2024-11-03 10:06:03,2,13348.21,0.0,2402.68,3934.83,15750.89,COD,delivered,Nagpur,India
O00000693,U000497,2024-12-08 02:27:03,7,58735.84,0.0,10572.45,0.0,69308.29,Credit Card,delivered,Surat,India
