order_id,product_id,user_id,quantity,unit_price,discount,item_total,price,total_price
O00000449,P000250,U000206,2,11286.42,5114.72,17458.12,11896.05,23792.1
O00000450,P000187,U000021,2,16236.22,5727.18,26745.26,16674.24,33348.48
O00000450,P000222,U000021,2,13915.12,0.0,27830.24,12853.6,25707.2
O00000451,P000034,U000034,2,6811.49,0.0,13622.98,6964.46,13928.92
O00000451,P000011,U000034,3,7195.75,1501.26,20085.99,7896.07,23688.21
O00000452,P000190,U000173,1,28048.12,0.0,28048.12,25880.08,25880.08
O00000453,P000146,U000326,2,10308.77,0.0,20617.54,10242.21,20484.42
O00000453,P000039,U000326,1,8544.55,0.0,8544.55,8020.67,8020.67
O00000454,P000141,U000163,3,5851.31,0.0,17553.93,6119.37,18358.11
O00000454,P000041,U000163,3,1725.44,1400.26,3776.06,1903.66,5710.98
O00000454,P000137,U000163,3,6125.85,2886.17,15491.38,6599.23,19797.69
O00000455,P000005,U000047,3,11328.17,0.0,33984.51,10614.61,31843.83
O00000456,P000039,U000379,1,8248.9,0.0,8248.9,8020.67,8020.67
O00000456,P000052,U000379,3,7007.43,0.0,21022.29,7382.37,22147.11
O00000456,P000235,U000379,2,15172.59,0.0,30345.18,16825.23,33650.46
O00000456,P000122,U000379,1,8705.41,0.0,8705.41,9424.92,9424.92
O00000457,P000113,U000493,3,6243.15,0.0,18729.45,6887.5,20662.5
O00000457,P000187,U000493,3,17973.93,15828.96,38092.83,16674.24,50022.72
O00000457,P000198,U000493,3,2524.45,0.0,7573.35,2361.71,7085.13
O00000457,P000152,U000493,1,14032.58,0.0,14032.58,13464.1,13464.1
O00000458,P000071,U000018,2,24776.74,0.0,49553.48,22553.71,45107.42
O00000458,P000281,U000018,1,7548.35,0.0,7548.35,7570.3,7570.3
O00000459,P000213,U000032,2,6892.01,0.0,13784.02,6550.18,13100.36
O00000460,P000096,U000450,1,3920.35,1095.36,2824.99,4280.67,4280.67
O00000460,P000290,U000450,2,4644.53,0.0,9289.06,4310.46,8620.92
O00000460,P000298,U000450,2,8213.51,0.0,16427.02,8575.65,17151.3
O00000460,P000054,U000450,1,8900.65,691.88,8208.77,9156.14,9156.14
O00000461,P000163,U000157,1,2774.69,0.0,2774.69,2851.78,2851.78
O00000461,P000160,U000157,1,4081.45,474.27,3607.18,4244.8,4244.8
O00000461,P000016,U000157,1,12420.7,898.0,11522.7,11307.44,11307.44
O00000462,P000030,U000281,2,5669.44,0.0,11338.88,5230.46,10460.92
O00000462,P000220,U000281,2,8000.33,0.0,16000.66,7496.25,14992.5
O00000463,P000256,U000312,2,2824.59,1461.5,4187.68,2570.18,5140.36
O00000463,P000253,U000312,3,11570.1,0.0,34710.3,10680.03,32040.09
O00000463,P000171,U000312,3,9059.45,5456.94,21721.41,8566.44,25699.32
O00000464,P000270,U000139,2,4510.06,0.0,9020.12,4424.95,8849.9
O00000464,P000031,U000139,1,8819.62,1904.94,6914.68,9350.27,9350.27
O00000465,P000264,U000176,1,16835.76,4286.88,12548.88,16060.62,16060.62
O00000465,P000015,U000176,3,16062.88,6452.43,41736.21,15480.36,46441.08
O00000466,P000256,U000115,2,2498.53,508.88,4488.18,2570.18,5140.36
O00000466,P000049,U000115,3,4815.06,3683.41,10761.77,5241.65,15724.95
O00000466,P000121,U000115,1,5924.31,0.0,5924.31,5892.92,5892.92
O00000466,P000112,U000115,3,6880.51,2180.9,18460.63,6823.86,20471.58
O00000467,P000187,U000119,1,17007.57,0.0,17007.57,16674.24,16674.24
O00000467,P000138,U000119,1,5614.3,0.0,5614.3,5743.43,5743.43
O00000467,P000176,U000119,1,13734.78,0.0,13734.78,14264.88,14264.88
O00000468,P000244,U000030,1,8226.22,0.0,8226.22,7884.59,7884.59
O00000468,P000285,U000030,2,7654.63,2484.28,12824.98,7319.3,14638.6
O00000468,P000252,U000030,1,4364.93,0.0,4364.93,4470.86,4470.86
O00000468,P000284,U000030,3,8781.24,0.0,26343.72,9025.31,27075.93
O00000469,P000219,U000435,2,6912.4,0.0,13824.8,7005.34,14010.68
O00000469,P000028,U000435,1,7645.12,0.0,7645.12,7543.04,7543.04
O00000469,P000280,U000435,1,7802.19,0.0,7802.19,7290.1,7290.1
O00000469,P000057,U000435,1,12789.61,3388.95,9400.66,11903.58,11903.58
O00000470,P000004,U000457,2,27114.4,0.0,54228.8,28498.29,56996.58
O00000470,P000214,U000457,3,2789.76,0.0,8369.28,2917.06,8751.18
O00000470,P000272,U000457,1,5723.46,0.0,5723.46,5467.38,5467.38
O00000470,P000257,U000457,1,7821.33,1750.89,6070.44,7687.1,7687.1
O00000471,P000267,U000252,2,6103.15,1055.3,11151.0,5954.0,11908.0
O00000472,P000223,U000187,2,12206.83,5345.61,19068.05,11211.31,22422.62
O00000472,P000136,U000187,2,15084.55,4913.92,25255.18,14454.06,28908.12
O00000472,P000235,U000187,1,16380.21,2234.19,14146.02,16825.23,16825.23
O00000473,P000007,U000498,2,9060.29,0.0,18120.58,9020.41,18040.82
O00000473,P000162,U000498,3,31329.48,0.0,93988.44,28931.49,86794.47
O00000474,P000091,U000445,1,14171.37,0.0,14171.37,14979.82,14979.82
O00000474,P000086,U000445,1,7871.79,0.0,7871.79,8156.67,8156.67
O00000475,P000247,U000151,3,13619.82,0.0,40859.46,13409.8,40229.4
O00000476,P000029,U000289,2,4587.97,831.65,8344.29,4487.28,8974.56
O00000477,P000027,U000358,1,9315.28,0.0,9315.28,9971.0,9971.0
O00000477,P000211,U000358,2,5778.93,0.0,11557.86,6200.33,12400.66
O00000477,P000225,U000358,1,4051.99,0.0,4051.99,3685.27,3685.27
O00000478,P000176,U000036,2,15044.88,4716.73,25373.03,14264.88,28529.76
O00000479,P000133,U000460,1,15920.39,0.0,15920.39,16242.23,16242.23
O00000479,P000157,U000460,1,5688.89,0.0,5688.89,5185.82,5185.82
O00000479,P000215,U000460,3,5294.38,0.0,15883.14,5182.33,15546.99
O00000480,P000138,U000039,2,5702.15,2053.28,9351.02,5743.43,11486.86
O00000480,P000162,U000039,2,28854.4,11042.51,46666.29,28931.49,57862.98
O00000481,P000259,U000193,1,12734.6,0.0,12734.6,13282.9,13282.9
O00000481,P000067,U000193,1,29457.56,0.0,29457.56,31589.7,31589.7
O00000482,P000038,U000229,2,15013.67,7831.54,22195.8,15470.74,30941.48
O00000482,P000132,U000229,3,8471.76,6005.23,19410.05,8615.81,25847.43
O00000482,P000181,U000229,2,14171.19,2372.8,25969.58,13011.9,26023.8
O00000483,P000017,U000087,1,24374.81,0.0,24374.81,27044.89,27044.89
O00000483,P000150,U000087,3,11468.7,0.0,34406.1,10439.72,31319.16
O00000484,P000248,U000439,3,19695.45,7882.41,51203.94,17977.82,53933.46
O00000484,P000105,U000439,1,5924.86,1519.39,4405.47,5710.89,5710.89
O00000484,P000180,U000439,3,5338.42,0.0,16015.26,5060.05,15180.15
O00000484,P000159,U000439,3,42847.74,31900.17,96643.05,43808.78,131426.34
O00000485,P000129,U000093,2,9385.66,2370.46,16400.86,8675.42,17350.84
O00000485,P000293,U000093,2,6099.05,0.0,12198.1,5883.39,11766.78
O00000485,P000083,U000093,2,22549.94,7820.73,37279.15,20646.27,41292.54
O00000485,P000291,U000093,2,8247.46,3273.44,13221.48,8676.08,17352.16
O00000486,P000245,U000059,2,2783.7,0.0,5567.4,2861.25,5722.5
O00000487,P000173,U000064,1,9075.44,2053.15,7022.29,9569.86,9569.86
O00000487,P000085,U000064,3,9758.06,0.0,29274.18,9244.19,27732.57
O00000488,P000123,U000167,1,4193.39,0.0,4193.39,4160.71,4160.71
O00000489,P000147,U000315,2,10716.16,0.0,21432.32,10868.57,21737.14
O00000489,P000262,U000315,2,7686.48,0.0,15372.96,7382.89,14765.78
O00000490,P000035,U000377,2,11629.19,0.0,23258.38,11150.92,22301.84
O00000491,P000110,U000288,3,29112.36,0.0,87337.08,26918.74,80756.22
O00000492,P000241,U000430,1,11794.77,0.0,11794.77,11218.47,11218.47
O00000492,P000082,U000430,1,12218.61,0.0,12218.61,11929.09,11929.09
O00000492,P000280,U000430,1,7809.2,1002.52,6806.68,7290.1,7290.1
O00000492,P000297,U000430,1,21686.46,0.0,21686.46,19984.34,19984.34
O00000493,P000205,U000135,3,20973.54,10821.47,52099.15,21072.99,63218.97
O00000494,P000035,U000134,1,11981.74,0.0,11981.74,11150.92,11150.92
O00000495,P000100,U000213,2,10760.33,0.0,21520.66,11748.29,23496.58
O00000495,P000289,U000213,1,16914.58,1521.92,15392.66,16253.37,16253.37
O00000495,P000252,U000213,3,4374.57,3720.71,9403.0,4470.86,13412.58
O00000495,P000228,U000213,1,7611.23,0.0,7611.23,8282.4,8282.4
O00000496,P000165,U000225,3,7861.32,0.0,23583.96,8284.02,24852.06
O00000496,P000279,U000225,2,12233.5,0.0,24467.0,13552.5,27105.0
O00000496,P000274,U000225,2,3035.39,1278.56,4792.22,2796.02,5592.04
O00000497,P000121,U000171,3,5963.89,3450.21,14441.46,5892.92,17678.76
O00000497,P000266,U000171,1,4264.11,0.0,4264.11,4563.74,4563.74
O00000497,P000155,U000171,2,7545.71,0.0,15091.42,7800.12,15600.24
O00000497,P000153,U000171,3,6101.8,0.0,18305.4,6638.88,19916.64
O00000498,P000167,U000026,1,7933.24,0.0,7933.24,8556.79,8556.79
O00000499,P000275,U000162,2,14814.93,0.0,29629.86,14726.16,29452.32
O00000499,P000021,U000162,3,5202.84,0.0,15608.52,5715.67,17147.01
O00000499,P000238,U000162,1,11586.72,1675.55,9911.17,11306.62,11306.62
O00000499,P000181,U000162,1,13419.64,0.0,13419.64,13011.9,13011.9
O00000500,P000276,U000378,2,7085.06,0.0,14170.12,7017.33,14034.66
O00000500,P000071,U000378,2,21705.89,2216.45,41195.33,22553.71,45107.42
O00000500,P000252,U000378,2,4202.82,0.0,8405.64,4470.86,8941.72
O00000501,P000269,U000433,1,5586.86,0.0,5586.86,5701.3,5701.3
O00000501,P000023,U000433,2,9162.44,4474.45,13850.43,8812.75,17625.5
O00000501,P000161,U000433,2,8102.64,0.0,16205.28,8358.37,16716.74
O00000501,P000046,U000433,2,5534.8,3273.94,7795.66,5336.22,10672.44
O00000502,P000098,U000358,2,5837.04,1398.9,10275.18,5716.11,11432.22
O00000503,P000278,U000063,2,11191.99,0.0,22383.98,10907.04,21814.08
O00000504,P000252,U000255,3,4258.55,0.0,12775.65,4470.86,13412.58
O00000505,P000297,U000341,3,21043.71,0.0,63131.13,19984.34,59953.02
O00000505,P000116,U000341,1,2385.75,0.0,2385.75,2602.16,2602.16
O00000506,P000062,U000113,1,14234.12,4265.8,9968.32,14027.49,14027.49
O00000506,P000148,U000113,3,12043.09,3360.58,32768.69,12881.2,38643.6
O00000506,P000300,U000113,3,15426.84,0.0,46280.52,15681.27,47043.81
O00000506,P000125,U000113,2,8649.7,0.0,17299.4,7967.69,15935.38
O00000507,P000126,U000488,2,5434.38,0.0,10868.76,5044.27,10088.54
O00000507,P000082,U000488,1,10767.02,0.0,10767.02,11929.09,11929.09
O00000507,P000033,U000488,1,11749.23,0.0,11749.23,10991.17,10991.17
O00000508,P000249,U000450,1,9584.95,0.0,9584.95,9143.58,9143.58
O00000509,P000276,U000381,2,7527.26,0.0,15054.52,7017.33,14034.66
O00000509,P000138,U000381,3,5932.69,0.0,17798.07,5743.43,17230.29
O00000510,P000106,U000126,2,6314.5,0.0,12629.0,6360.39,12720.78
O00000510,P000216,U000126,2,6998.27,0.0,13996.54,6846.96,13693.92
O00000510,P000235,U000126,3,17504.73,0.0,52514.19,16825.23,50475.69
O00000511,P000022,U000113,2,12503.5,7264.0,17743.0,12873.42,25746.84
O00000512,P000156,U000254,2,11762.97,0.0,23525.94,11621.08,23242.16
O00000512,P000009,U000254,3,13009.88,0.0,39029.64,12421.53,37264.59
O00000513,P000296,U000447,3,10304.76,5940.26,24974.02,11311.18,33933.54
O00000513,P000151,U000447,2,6593.39,0.0,13186.78,6458.66,12917.32
O00000514,P000248,U000048,2,17764.27,0.0,35528.54,17977.82,35955.64
O00000515,P000161,U000463,2,8352.26,3281.6,13422.92,8358.37,16716.74
O00000516,P000018,U000429,2,21221.68,0.0,42443.36,20127.07,40254.14
O00000516,P000221,U000429,2,12072.64,0.0,24145.28,12629.81,25259.62
O00000516,P000138,U000429,1,5373.03,0.0,5373.03,5743.43,5743.43
O00000516,P000061,U000429,2,8361.11,0.0,16722.22,7673.11,15346.22
O00000517,P000147,U000381,1,11326.95,2103.1,9223.85,10868.57,10868.57
O00000517,P000101,U000381,3,5803.72,4971.68,12439.48,6112.54,18337.62
O00000518,P000254,U000110,1,12493.62,0.0,12493.62,11784.15,11784.15
O00000518,P000232,U000110,1,5353.17,541.43,4811.74,5318.46,5318.46
O00000518,P000294,U000110,1,23595.2,0.0,23595.2,23192.6,23192.6
O00000519,P000276,U000425,2,6351.04,1134.48,11567.6,7017.33,14034.66
O00000520,P000249,U000004,2,8660.09,3554.43,13765.75,9143.58,18287.16
O00000520,P000299,U000004,3,6257.18,4084.52,14687.02,6187.65,18562.95
O00000520,P000092,U000004,3,5863.29,2483.99,15105.88,6486.85,19460.55
O00000520,P000150,U000004,1,11431.53,0.0,11431.53,10439.72,10439.72
O00000521,P000106,U000149,3,6133.32,0.0,18399.96,6360.39,19081.17
O00000521,P000257,U000149,3,7468.42,0.0,22405.26,7687.1,23061.3
O00000521,P000090,U000149,3,3601.58,0.0,10804.74,3504.57,10513.71
O00000521,P000131,U000149,3,5271.94,0.0,15815.82,5125.26,15375.78
O00000522,P000181,U000101,1,14065.02,4032.69,10032.33,13011.9,13011.9
O00000522,P000198,U000101,3,2543.47,0.0,7630.41,2361.71,7085.13
O00000523,P000161,U000430,1,7791.32,599.92,7191.4,8358.37,8358.37
O00000523,P000080,U000430,3,8457.56,0.0,25372.68,8974.17,26922.51
O00000523,P000202,U000430,3,21352.8,0.0,64058.4,20785.25,62355.75
O00000524,P000006,U000037,1,5064.72,0.0,5064.72,4985.6,4985.6
O00000525,P000295,U000085,2,10734.32,0.0,21468.64,11453.21,22906.42
O00000525,P000053,U000085,1,3899.65,0.0,3899.65,3829.79,3829.79
O00000526,P000100,U000230,1,12470.55,3532.23,8938.32,11748.29,11748.29
O00000527,P000038,U000329,3,15039.38,3806.69,41311.45,15470.74,46412.22
O00000527,P000036,U000329,3,12412.04,0.0,37236.12,11457.98,34373.94
O00000528,P000001,U000236,1,4865.58,941.19,3924.39,4854.9,4854.9
O00000528,P000055,U000236,1,1840.25,0.0,1840.25,2007.76,2007.76
O00000528,P000208,U000236,2,11526.8,0.0,23053.6,12102.09,24204.18
O00000528,P000182,U000236,1,11364.54,0.0,11364.54,10402.7,10402.7
O00000529,P000044,U000216,1,9933.09,0.0,9933.09,10230.05,10230.05
O00000529,P000270,U000216,3,4191.16,0.0,12573.48,4424.95,13274.85
O00000529,P000190,U000216,1,28395.88,0.0,28395.88,25880.08,25880.08
O00000530,P000196,U000344,1,7979.37,0.0,7979.37,7941.35,7941.35
O00000531,P000237,U000261,1,13591.88,0.0,13591.88,13133.59,13133.59
O00000531,P000156,U000261,1,11679.36,3267.84,8411.52,11621.08,11621.08
O00000532,P000248,U000464,1,18442.27,1595.72,16846.55,17977.82,17977.82
O00000533,P000127,U000460,1,3259.1,0.0,3259.1,3350.66,3350.66
O00000534,P000250,U000261,2,12311.32,0.0,24622.64,11896.05,23792.1
O00000535,P000170,U000236,1,7435.84,0.0,7435.84,8158.1,8158.1
O00000536,P000279,U000437,2,13706.2,6926.88,20485.52,13552.5,27105.0
O00000536,P000292,U000437,1,13045.62,2786.7,10258.92,12709.3,12709.3
O00000536,P000081,U000437,1,10655.14,0.0,10655.14,10833.4,10833.4
O00000536,P000133,U000437,3,16421.16,10867.3,38396.18,16242.23,48726.69
O00000537,P000123,U000118,2,3805.87,0.0,7611.74,4160.71,8321.42
O00000538,P000159,U000474,1,41395.19,0.0,41395.19,43808.78,43808.78
O00000539,P000022,U000071,3,13785.18,7527.2,33828.34,12873.42,38620.26
O00000540,P000007,U000273,3,8365.5,0.0,25096.5,9020.41,27061.23
O00000540,P000123,U000273,3,3825.76,0.0,11477.28,4160.71,12482.13
O00000540,P000203,U000273,1,36967.82,0.0,36967.82,37017.38,37017.38
O00000540,P000244,U000273,2,7382.12,3422.07,11342.17,7884.59,15769.18
O00000541,P000004,U000200,2,28665.33,12761.26,44569.4,28498.29,56996.58
O00000541,P000158,U000200,3,16566.59,0.0,49699.77,17688.94,53066.82
O00000541,P000057,U000200,2,11919.77,0.0,23839.54,11903.58,23807.16
O00000542,P000079,U000373,3,14035.69,0.0,42107.07,14421.0,43263.0
O00000542,P000158,U000373,1,18159.8,1142.96,17016.84,17688.94,17688.94
O00000542,P000097,U000373,3,14797.1,3007.54,41383.76,14983.54,44950.62
O00000543,P000209,U000299,2,12932.48,6029.77,19835.19,12376.83,24753.66
O00000544,P000052,U000393,3,7741.41,0.0,23224.23,7382.37,22147.11
O00000544,P000043,U000393,1,16433.93,4721.74,11712.19,17391.37,17391.37
O00000545,P000228,U000209,2,8761.16,0.0,17522.32,8282.4,16564.8
O00000545,P000217,U000209,2,15139.53,6394.95,23884.11,15998.87,31997.74
O00000545,P000073,U000209,1,1905.16,0.0,1905.16,1878.4,1878.4
O00000546,P000196,U000136,2,7616.38,0.0,15232.76,7941.35,15882.7
O00000547,P000050,U000378,1,18270.54,4857.64,13412.9,16933.56,16933.56
O00000547,P000164,U000378,1,11259.32,0.0,11259.32,11264.26,11264.26
O00000547,P000104,U000378,1,2404.91,0.0,2404.91,2558.3,2558.3
O00000548,P000202,U000292,1,22036.34,4811.75,17224.59,20785.25,20785.25
O00000548,P000004,U000292,3,30532.14,0.0,91596.42,28498.29,85494.87
O00000548,P000081,U000292,1,9854.26,0.0,9854.26,10833.4,10833.4
O00000549,P000233,U000459,2,29678.73,0.0,59357.46,30527.54,61055.08
O00000549,P000071,U000459,2,21489.05,0.0,42978.1,22553.71,45107.42
O00000550,P000050,U000070,1,17748.78,0.0,17748.78,16933.56,16933.56
O00000550,P000014,U000070,3,1688.43,0.0,5065.29,1556.5,4669.5
O00000550,P000257,U000070,3,7347.15,0.0,22041.45,7687.1,23061.3
O00000551,P000262,U000160,3,7433.64,0.0,22300.92,7382.89,22148.67
O00000551,P000250,U000160,2,12111.69,0.0,24223.38,11896.05,23792.1
O00000551,P000095,U000160,1,18655.13,0.0,18655.13,19020.33,19020.33
O00000552,P000192,U000265,2,9141.63,0.0,18283.26,10095.04,20190.08
O00000552,P000226,U000265,3,5774.25,4577.07,12745.68,6221.06,18663.18
O00000552,P000272,U000265,1,5864.54,516.43,5348.11,5467.38,5467.38
O00000553,P000280,U000103,2,6831.85,0.0,13663.7,7290.1,14580.2
O00000554,P000186,U000137,1,14654.41,2436.1,12218.31,14510.15,14510.15
O00000554,P000038,U000137,1,14397.56,953.15,13444.41,15470.74,15470.74
O00000554,P000075,U000137,2,7444.22,0.0,14888.44,8064.74,16129.48
O00000555,P000019,U000142,1,7314.88,1746.73,5568.15,7608.53,7608.53
O00000556,P000106,U000060,3,6728.98,0.0,20186.94,6360.39,19081.17
O00000556,P000132,U000060,2,8450.78,0.0,16901.56,8615.81,17231.62
O00000556,P000131,U000060,3,5431.26,2801.69,13492.09,5125.26,15375.78
O00000557,P000277,U000117,1,4001.41,0.0,4001.41,4362.41,4362.41
O00000558,P000009,U000330,1,12993.33,0.0,12993.33,12421.53,12421.53
O00000559,P000167,U000112,2,8336.44,0.0,16672.88,8556.79,17113.58
O00000560,P000210,U000418,3,5892.92,3567.48,14111.28,6215.83,18647.49
O00000560,P000288,U000418,3,11468.93,10264.69,24142.1,11950.69,35852.07
O00000560,P000008,U000418,3,6129.59,3630.66,14758.11,6554.0,19662.0
O00000560,P000268,U000418,2,8362.07,0.0,16724.14,8933.01,17866.02
O00000561,P000262,U000303,1,7398.28,1435.63,5962.65,7382.89,7382.89
O00000562,P000299,U000339,3,6563.22,0.0,19689.66,6187.65,18562.95
O00000562,P000164,U000339,2,11635.53,0.0,23271.06,11264.26,22528.52
O00000562,P000070,U000339,2,6230.59,0.0,12461.18,6723.79,13447.58
O00000563,P000060,U000482,3,4443.55,2679.38,10651.27,4608.61,13825.83
O00000563,P000136,U000482,3,14276.04,0.0,42828.12,14454.06,43362.18
O00000563,P000054,U000482,1,8380.6,2268.05,6112.55,9156.14,9156.14
O00000563,P000286,U000482,2,20731.94,0.0,41463.88,22844.16,45688.32
O00000564,P000244,U000143,1,7809.91,0.0,7809.91,7884.59,7884.59
O00000564,P000165,U000143,3,8535.79,0.0,25607.37,8284.02,24852.06
O00000564,P000015,U000143,1,14195.67,3351.52,10844.15,15480.36,15480.36
O00000564,P000136,U000143,1,14583.0,0.0,14583.0,14454.06,14454.06
O00000565,P000048,U000325,1,6529.71,0.0,6529.71,7069.52,7069.52
O00000565,P000008,U000325,1,6807.42,0.0,6807.42,6554.0,6554.0
O00000565,P000274,U000325,2,2805.4,0.0,5610.8,2796.02,5592.04
O00000566,P000107,U000246,3,21288.39,0.0,63865.17,21216.56,63649.68
O00000567,P000172,U000173,2,9094.06,5015.11,13173.01,9326.16,18652.32
O00000568,P000082,U000431,2,11024.47,1350.24,20698.7,11929.09,23858.18
O00000569,P000292,U000197,2,12984.35,3160.03,22808.67,12709.3,25418.6
O00000570,P000105,U000264,3,5600.85,3392.19,13410.36,5710.89,17132.67
O00000571,P000008,U000452,1,6857.24,1831.74,5025.5,6554.0,6554.0
O00000572,P000171,U000179,2,7806.85,0.0,15613.7,8566.44,17132.88
O00000572,P000125,U000179,3,8394.37,3661.36,21521.75,7967.69,23903.07
O00000572,P000019,U000179,3,6932.1,0.0,20796.3,7608.53,22825.59
O00000573,P000122,U000017,2,8532.7,2557.91,14507.49,9424.92,18849.84
O00000573,P000177,U000017,1,5581.8,0.0,5581.8,5183.45,5183.45
O00000573,P000253,U000017,3,10752.19,0.0,32256.57,10680.03,32040.09
O00000574,P000282,U000370,1,6768.67,0.0,6768.67,7443.96,7443.96
O00000574,P000031,U000370,2,9343.12,0.0,18686.24,9350.27,18700.54
O00000574,P000113,U000370,3,7292.7,4976.72,16901.38,6887.5,20662.5
O00000574,P000095,U000370,2,19822.11,0.0,39644.22,19020.33,38040.66
O00000575,P000089,U000137,1,10065.64,0.0,10065.64,10776.0,10776.0
O00000575,P000124,U000137,1,13150.65,0.0,13150.65,12031.44,12031.44
O00000576,P000177,U000297,3,4856.46,0.0,14569.38,5183.45,15550.35
O00000576,P000191,U000297,1,12532.85,0.0,12532.85,13304.32,13304.32
O00000576,P000012,U000297,3,13562.73,2402.03,38286.16,13868.33,41604.99
O00000576,P000187,U000297,3,15854.15,0.0,47562.45,16674.24,50022.72
O00000577,P000090,U000096,2,3265.07,481.68,6048.46,3504.57,7009.14
O00000577,P000157,U000096,3,5302.63,0.0,15907.89,5185.82,15557.46
O00000577,P000217,U000096,2,15999.91,5604.8,26395.02,15998.87,31997.74
O00000578,P000102,U000276,1,1527.59,238.12,1289.47,1407.69,1407.69
O00000578,P000103,U000276,2,15848.99,8914.39,22783.59,14991.05,29982.1
O00000579,P000011,U000432,3,8402.66,0.0,25207.98,7896.07,23688.21
O00000580,P000077,U000280,1,7441.41,1913.19,5528.22,7912.32,7912.32
O00000581,P000099,U000159,3,3973.53,1303.79,10616.8,4249.51,12748.53
O00000582,P000119,U000037,3,3687.58,1176.48,9886.26,3582.64,10747.92
O00000582,P000167,U000037,1,9183.14,0.0,9183.14,8556.79,8556.79
O00000582,P000029,U000037,2,4073.73,0.0,8147.46,4487.28,8974.56
O00000582,P000003,U000037,3,16153.03,0.0,48459.09,15915.14,47745.42
O00000583,P000271,U000273,1,6788.54,0.0,6788.54,6288.41,6288.41
O00000584,P000200,U000037,3,12131.85,0.0,36395.55,11765.9,35297.7
O00000584,P000254,U000037,2,12776.29,2568.67,22983.91,11784.15,23568.3
O00000584,P000297,U000037,3,20833.84,0.0,62501.52,19984.34,59953.02
O00000584,P000054,U000037,2,9538.03,0.0,19076.06,9156.14,18312.28
O00000585,P000090,U000065,3,3377.61,0.0,10132.83,3504.57,10513.71
O00000585,P000211,U000065,3,5713.82,0.0,17141.46,6200.33,18600.99
O00000585,P000017,U000065,3,25707.22,9745.13,67376.53,27044.89,81134.67
O00000586,P000040,U000183,2,8001.55,4365.99,11637.11,8143.45,16286.9
O00000586,P000284,U000183,2,8492.23,0.0,16984.46,9025.31,18050.62
O00000586,P000060,U000183,2,4185.31,2451.94,5918.68,4608.61,9217.22
O00000586,P000091,U000183,2,15472.69,7691.47,23253.91,14979.82,29959.64
O00000587,P000031,U000283,2,8555.87,0.0,17111.74,9350.27,18700.54
O00000587,P000157,U000283,2,4879.77,0.0,9759.54,5185.82,10371.64
O00000588,P000158,U000445,1,16926.75,4093.97,12832.78,17688.94,17688.94
O00000588,P000261,U000445,1,5595.19,0.0,5595.19,5373.67,5373.67
O00000589,P000157,U000412,1,5482.83,0.0,5482.83,5185.82,5185.82
O00000589,P000011,U000412,2,7162.45,0.0,14324.9,7896.07,15792.14
O00000589,P000100,U000412,1,11139.9,0.0,11139.9,11748.29,11748.29
O00000589,P000088,U000412,1,4967.65,0.0,4967.65,5514.16,5514.16
O00000590,P000261,U000081,2,5359.13,0.0,10718.26,5373.67,10747.34
O00000590,P000183,U000081,3,8703.05,0.0,26109.15,8743.98,26231.94
O00000590,P000116,U000081,1,2574.24,424.53,2149.71,2602.16,2602.16
O00000591,P000244,U000319,3,7321.78,0.0,21965.34,7884.59,23653.77
O00000592,P000288,U000179,2,10779.7,4421.71,17137.69,11950.69,23901.38
O00000592,P000293,U000179,1,5506.44,0.0,5506.44,5883.39,5883.39
O00000593,P000068,U000179,3,5101.44,0.0,15304.32,5552.21,16656.63
O00000593,P000189,U000179,2,4885.73,2221.75,7549.71,4750.42,9500.84
O00000593,P000021,U000179,2,6104.86,994.67,11215.05,5715.67,11431.34
O00000593,P000258,U000179,2,6498.91,0.0,12997.82,7201.91,14403.82
O00000594,P000154,U000358,2,4701.71,0.0,9403.42,4602.67,9205.34
O00000594,P000064,U000358,2,12926.45,0.0,25852.9,12121.51,24243.02
O00000595,P000161,U000327,2,8082.32,2209.29,13955.35,8358.37,16716.74
O00000595,P000082,U000327,2,11070.2,3579.81,18560.59,11929.09,23858.18
O00000595,P000228,U000327,2,7966.59,2284.06,13649.12,8282.4,16564.8
O00000596,P000147,U000125,2,11348.37,0.0,22696.74,10868.57,21737.14
O00000596,P000105,U000125,2,5181.67,925.28,9438.06,5710.89,11421.78
O00000597,P000213,U000457,2,7178.14,1862.27,12494.01,6550.18,13100.36
O00000598,P000201,U000372,2,2186.31,395.38,3977.24,2182.3,4364.6
O00000598,P000223,U000372,3,12187.25,7633.11,28928.64,11211.31,33633.93
O00000599,P000217,U000081,3,15248.33,0.0,45744.99,15998.87,47996.61
O00000599,P000114,U000081,3,7352.74,6597.81,15460.41,7683.51,23050.53
O00000599,P000214,U000081,1,2750.54,774.06,1976.48,2917.06,2917.06
O00000600,P000138,U000139,1,6179.1,0.0,6179.1,5743.43,5743.43
O00000601,P000136,U000173,2,15180.63,0.0,30361.26,14454.06,28908.12
O00000601,P000225,U000173,3,4053.4,0.0,12160.2,3685.27,11055.81
O00000601,P000034,U000173,1,7516.87,0.0,7516.87,6964.46,6964.46
O00000602,P000137,U000451,2,6647.11,2324.73,10969.49,6599.23,13198.46
O00000602,P000263,U000451,2,8150.12,2735.52,13564.72,7899.38,15798.76
O00000602,P000267,U000451,2,6116.32,0.0,12232.64,5954.0,11908.0
O00000603,P000263,U000341,3,8223.95,1377.18,23294.67,7899.38,23698.14
O00000603,P000090,U000341,1,3443.34,0.0,3443.34,3504.57,3504.57
O00000603,P000191,U000341,3,12434.26,5484.28,31818.5,13304.32,39912.96
